seed,implementation,algorithm,scope,deck_name,deck_card_count,query_id,query_text,expected_guid,top_guid,match,wall_ms,rank_ms,parse_ms,index_ms,timestamp,error
64,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,K^29v+Oq~9,what are the four steps of polya’s problem-solving framework adapted for computational problem-solving in chapter 1 of discovering computer science?,K^29v+Oq~9,K^29v+Oq~9,true,0.240,0.235,,,2025-10-12T19:42:10.630932+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,K^29v+Oq~9,what are the four steps of polya’s problem-solving framework adapted for computational problem-solving in chapter 1 of discovering computer science?,K^29v+Oq~9,K^29v+Oq~9,true,0.516,0.516,25.736,1.988,2025-10-12T19:42:10.765894+00:00,
64,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,fV`ZO/5Lv_,"what was the purpose of kelvin’s tide-predicting analog computer, as described in chapter 1 of a brief history of computing?",fV`ZO/5Lv_,fV`ZO/5Lv_,true,0.157,0.154,,,2025-10-12T19:42:10.945018+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,fV`ZO/5Lv_,"what was the purpose of kelvin’s tide-predicting analog computer, as described in chapter 1 of a brief history of computing?",fV`ZO/5Lv_,fV`ZO/5Lv_,true,0.515,0.515,25.969,1.969,2025-10-12T19:42:11.076232+00:00,
64,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,"""dPl#z(N},+""","how can python programming reflect cultural inclusivity, according to the creative assessment?","""dPl#z(N},+""","""dPl#z(N},+""",true,0.132,0.129,,,2025-10-12T19:42:11.255905+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,"""dPl#z(N},+""","how can python programming reflect cultural inclusivity, according to the creative assessment?","""dPl#z(N},+""","""dPl#z(N},+""",true,0.430,0.430,26.350,2.062,2025-10-12T19:42:11.389108+00:00,
64,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,B{LeodCEk-,"who built the first working difference engine, according to chapter 3 of a brief history of computing?",B{LeodCEk-,B{LeodCEk-,true,0.136,0.133,,,2025-10-12T19:42:11.565151+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,B{LeodCEk-,"who built the first working difference engine, according to chapter 3 of a brief history of computing?",B{LeodCEk-,B{LeodCEk-,true,0.493,0.493,26.071,1.942,2025-10-12T19:42:11.695003+00:00,
64,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,"""O{#g:atj)t""","""what are """"insider threats"""" in cybersecurity?""","""O{#g:atj)t""","""O{#g:atj)t""",true,0.113,0.110,,,2025-10-12T19:42:11.865332+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,"""O{#g:atj)t""","""what are """"insider threats"""" in cybersecurity?""","""O{#g:atj)t""","""O{#g:atj)t""",true,0.275,0.275,25.968,1.964,2025-10-12T19:42:11.998005+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,L6+vAPSY6V,how is the non-standard connective “unless” translated in truth-functional logic?,L6+vAPSY6V,"""P<yKYl#Q6j""",false,0.131,0.127,,,2025-10-12T19:42:12.175064+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,L6+vAPSY6V,how is the non-standard connective “unless” translated in truth-functional logic?,L6+vAPSY6V,"""P<yKYl#Q6j""",false,0.363,0.363,26.731,1.680,2025-10-12T19:42:12.304368+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,xg_?9fTDJ?,what is deductive logic per chapter 1 of everyday life to formal systems?,xg_?9fTDJ?,xg_?9fTDJ?,true,0.137,0.134,,,2025-10-12T19:42:12.479613+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,xg_?9fTDJ?,what is deductive logic per chapter 1 of everyday life to formal systems?,xg_?9fTDJ?,xg_?9fTDJ?,true,0.453,0.453,26.491,1.835,2025-10-12T19:42:12.606963+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,Ko!kctM>pa,why is (p • q) ˅ r ambiguous?,Ko!kctM>pa,,false,,,,,2025-10-12T19:42:12.784793+00:00,Non-zero exit (1)
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,Ko!kctM>pa,why is (p • q) ˅ r ambiguous?,Ko!kctM>pa,Ko!kctM>pa,true,0.118,0.118,26.537,1.853,2025-10-12T19:42:12.905258+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,byts|)Fd%x,what is the definition of negation (~p)?,byts|)Fd%x,byts|)Fd%x,true,0.116,0.113,,,2025-10-12T19:42:13.081188+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,byts|)Fd%x,what is the definition of negation (~p)?,byts|)Fd%x,byts|)Fd%x,true,0.268,0.268,26.207,1.671,2025-10-12T19:42:13.247372+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,s)MR?y_Ix7,what are relational predicates?,s)MR?y_Ix7,s)MR?y_Ix7,true,0.116,0.113,,,2025-10-12T19:42:13.428032+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,s)MR?y_Ix7,what are relational predicates?,s)MR?y_Ix7,s)MR?y_Ix7,true,0.271,0.271,26.930,1.725,2025-10-12T19:42:13.561919+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,QIBV4j$uR_,what are quantifiers in logic?,QIBV4j$uR_,,false,,,,,2025-10-12T19:42:13.739256+00:00,Non-zero exit (1)
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,QIBV4j$uR_,what are quantifiers in logic?,QIBV4j$uR_,QIBV4j$uR_,true,0.292,0.292,27.048,1.710,2025-10-12T19:42:13.857070+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,bXlm5Vf]WI,what makes an argument form valid in truth-table terms?,bXlm5Vf]WI,bXlm5Vf]WI,true,0.132,0.129,,,2025-10-12T19:42:14.029858+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,bXlm5Vf]WI,what makes an argument form valid in truth-table terms?,bXlm5Vf]WI,bXlm5Vf]WI,true,0.441,0.440,28.252,1.783,2025-10-12T19:42:14.158305+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,d47pk5^fh+,"what is rule 5 for definition by genus and difference, according to chapter 2 of everyday life to formal systems?",d47pk5^fh+,d47pk5^fh+,true,0.138,0.134,,,2025-10-12T19:42:14.335262+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,d47pk5^fh+,"what is rule 5 for definition by genus and difference, according to chapter 2 of everyday life to formal systems?",d47pk5^fh+,d47pk5^fh+,true,0.462,0.462,28.527,1.663,2025-10-12T19:42:14.465318+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,"HLzdZ8|],-",what is the fallacy of affirming the consequent?,"HLzdZ8|],-",,false,,,,,2025-10-12T19:42:14.644992+00:00,Non-zero exit (1)
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,"HLzdZ8|],-",what is the fallacy of affirming the consequent?,"HLzdZ8|],-","HLzdZ8|],-",true,0.296,0.296,31.355,1.671,2025-10-12T19:42:14.761093+00:00,
64,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,"""K{jx8#]6IW""",what is the truth table of one variable (p)?,"""K{jx8#]6IW""","""K{jx8#]6IW""",true,0.123,0.119,,,2025-10-12T19:42:14.946350+00:00,
64,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,"""K{jx8#]6IW""",what is the truth table of one variable (p)?,"""K{jx8#]6IW""","""K{jx8#]6IW""",true,0.330,0.330,28.005,1.643,2025-10-12T19:42:15.075298+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,fv%!6<ue25,"according to chapter 3 of culturally responsive computing, what challenges do open-source projects face in promoting cultural diversity?",fv%!6<ue25,fv%!6<ue25,true,0.061,0.058,,,2025-10-12T19:42:15.255120+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,fv%!6<ue25,"according to chapter 3 of culturally responsive computing, what challenges do open-source projects face in promoting cultural diversity?",fv%!6<ue25,fv%!6<ue25,true,0.181,0.181,27.393,0.554,2025-10-12T19:42:15.379378+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,OFo]m.](+I,what is data underrepresentation bias?,OFo]m.](+I,OFo]m.](+I,true,0.045,0.042,,,2025-10-12T19:42:15.552816+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,OFo]m.](+I,what is data underrepresentation bias?,OFo]m.](+I,OFo]m.](+I,true,0.089,0.089,26.426,0.533,2025-10-12T19:42:15.681322+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,gpPMMjP9mu,why are algorithms often mistakenly seen as impartial?,gpPMMjP9mu,gpPMMjP9mu,true,0.051,0.047,,,2025-10-12T19:42:15.856563+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,gpPMMjP9mu,why are algorithms often mistakenly seen as impartial?,gpPMMjP9mu,gpPMMjP9mu,true,0.084,0.084,28.723,0.550,2025-10-12T19:42:15.981292+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,dLQnqabMIC,what does big-o notation measure?,dLQnqabMIC,dLQnqabMIC,true,0.045,0.043,,,2025-10-12T19:42:16.159864+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,dLQnqabMIC,what does big-o notation measure?,dLQnqabMIC,dLQnqabMIC,true,0.101,0.101,26.166,0.555,2025-10-12T19:42:16.291194+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"""p|42p#T|aQ""","according to chapter 3 of culturally responsive computing, how does github bridge cultural gaps in programming?","""p|42p#T|aQ""","""p|42p#T|aQ""",true,0.059,0.056,,,2025-10-12T19:42:16.463201+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"""p|42p#T|aQ""","according to chapter 3 of culturally responsive computing, how does github bridge cultural gaps in programming?","""p|42p#T|aQ""","""p|42p#T|aQ""",true,0.154,0.154,26.052,0.562,2025-10-12T19:42:16.591232+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"E6~wt{kez,",where does the term “algorithm” originate?,"E6~wt{kez,","E6~wt{kez,",true,0.053,0.048,,,2025-10-12T19:42:16.767275+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"E6~wt{kez,",where does the term “algorithm” originate?,"E6~wt{kez,","E6~wt{kez,",true,0.083,0.083,26.528,0.563,2025-10-12T19:42:16.891266+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,G}X>1iN&2O,what is pseudocode used for?,G}X>1iN&2O,G}X>1iN&2O,true,0.044,0.041,,,2025-10-12T19:42:17.061608+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,G}X>1iN&2O,what is pseudocode used for?,G}X>1iN&2O,G}X>1iN&2O,true,0.079,0.079,25.817,0.534,2025-10-12T19:42:17.191435+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,d2q{|Pa37i,"according to chapter 3 of culturally responsive computing, what cultural views are reflected in object-oriented programming (oop)?",d2q{|Pa37i,d2q{|Pa37i,true,0.064,0.059,,,2025-10-12T19:42:17.362567+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,d2q{|Pa37i,"according to chapter 3 of culturally responsive computing, what cultural views are reflected in object-oriented programming (oop)?",d2q{|Pa37i,d2q{|Pa37i,true,0.166,0.166,25.884,0.548,2025-10-12T19:42:17.506418+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"c,6Je*oyyt",define recursion in algorithms.,"c,6Je*oyyt",B+a@)R{3/n,false,0.044,0.042,,,2025-10-12T19:42:17.682369+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"c,6Je*oyyt",define recursion in algorithms.,"c,6Je*oyyt",B+a@)R{3/n,false,0.057,0.057,28.208,0.542,2025-10-12T19:42:17.806684+00:00,
64,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,MM]tRy6fA$,what is the role of transparency in algorithmic processes?,MM]tRy6fA$,MM]tRy6fA$,true,0.047,0.044,,,2025-10-12T19:42:17.982546+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,MM]tRy6fA$,what is the role of transparency in algorithmic processes?,MM]tRy6fA$,MM]tRy6fA$,true,0.097,0.097,26.252,0.542,2025-10-12T19:42:18.113173+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,zf}Ez1&b;),what are key dad principles?,zf}Ez1&b;),zf}Ez1&b;),true,0.604,0.601,,,2025-10-12T19:42:18.284969+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,zf}Ez1&b;),what are key dad principles?,zf}Ez1&b;),zf}Ez1&b;),true,1.621,1.621,26.544,7.526,2025-10-12T19:42:18.419839+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,LE80q?>ZbI,can you mix architectural styles?,LE80q?>ZbI,LE80q?>ZbI,true,0.673,0.669,,,2025-10-12T19:42:18.601242+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,LE80q?>ZbI,can you mix architectural styles?,LE80q?>ZbI,LE80q?>ZbI,true,1.109,1.109,26.010,6.950,2025-10-12T19:42:18.734900+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,rFu=<?jh8$,why is learning new programming languages valuable?,rFu=<?jh8$,rFu=<?jh8$,true,0.657,0.653,,,2025-10-12T19:42:18.917394+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,rFu=<?jh8$,why is learning new programming languages valuable?,rFu=<?jh8$,rFu=<?jh8$,true,1.449,1.449,28.337,7.196,2025-10-12T19:42:19.049790+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,N6Cf0aWBua,what core roles does dsdm specify?,N6Cf0aWBua,N6Cf0aWBua,true,0.644,0.640,,,2025-10-12T19:42:19.241228+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,N6Cf0aWBua,what core roles does dsdm specify?,N6Cf0aWBua,N6Cf0aWBua,true,1.890,1.890,26.554,7.166,2025-10-12T19:42:19.376166+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,rF;S`r`.7C,why should developers be careful about refactoring buggy code?,rF;S`r`.7C,rF;S`r`.7C,true,0.668,0.664,,,2025-10-12T19:42:19.564228+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,rF;S`r`.7C,why should developers be careful about refactoring buggy code?,rF;S`r`.7C,rF;S`r`.7C,true,1.626,1.625,26.704,7.125,2025-10-12T19:42:19.702083+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,b@mf99fWXI,what is the user interface in a mobile app?,b@mf99fWXI,b@mf99fWXI,true,0.674,0.670,,,2025-10-12T19:42:19.886405+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,b@mf99fWXI,what is the user interface in a mobile app?,b@mf99fWXI,b@mf99fWXI,true,1.739,1.739,27.269,7.085,2025-10-12T19:42:20.019817+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,b29a>1=!v?,what is the cleanroom development model?,b29a>1=!v?,b29a>1=!v?,true,0.640,0.634,,,2025-10-12T19:42:20.207645+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,b29a>1=!v?,what is the cleanroom development model?,b29a>1=!v?,b29a>1=!v?,true,1.604,1.604,26.076,7.282,2025-10-12T19:42:20.342064+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,L%^|aVnMuR,what cultural challenges can arise in digital transformation?,L%^|aVnMuR,L%^|aVnMuR,true,0.645,0.642,,,2025-10-12T19:42:20.529019+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,L%^|aVnMuR,what cultural challenges can arise in digital transformation?,L%^|aVnMuR,L%^|aVnMuR,true,2.445,2.445,37.676,7.783,2025-10-12T19:42:20.661259+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,Q%!x[Kci7f,why is assuming everything will work a mistake?,Q%!x[Kci7f,Q%!x[Kci7f,true,0.880,0.876,,,2025-10-12T19:42:20.862915+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,Q%!x[Kci7f,why is assuming everything will work a mistake?,Q%!x[Kci7f,Q%!x[Kci7f,true,1.281,1.281,26.492,7.040,2025-10-12T19:42:20.994901+00:00,
64,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,tOL0BJ-!/3,what is generalization in inheritance hierarchies?,tOL0BJ-!/3,tOL0BJ-!/3,true,0.716,0.712,,,2025-10-12T19:42:21.185206+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,tOL0BJ-!/3,what is generalization in inheritance hierarchies?,tOL0BJ-!/3,tOL0BJ-!/3,true,1.528,1.528,25.774,7.056,2025-10-12T19:42:21.322191+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,bm^p3Xs$D,why standardize features before pca?,bm^p3Xs$D,bm^p3Xs$D,true,0.708,0.705,,,2025-10-12T19:42:21.504357+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,bm^p3Xs$D,why standardize features before pca?,bm^p3Xs$D,bm^p3Xs$D,true,1.234,1.234,26.034,7.409,2025-10-12T19:42:21.634146+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,ktd:QS:Azs,why shouldn’t models be tuned on the test set?,ktd:QS:Azs,ktd:QS:Azs,true,0.704,0.701,,,2025-10-12T19:42:21.819239+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,ktd:QS:Azs,why shouldn’t models be tuned on the test set?,ktd:QS:Azs,ktd:QS:Azs,true,1.327,1.327,25.682,7.179,2025-10-12T19:42:21.955714+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"h+K@`>,gE[",what are common sources of bias in healthcare ai?,"h+K@`>,gE[","h+K@`>,gE[",true,0.657,0.653,,,2025-10-12T19:42:22.134994+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"h+K@`>,gE[",what are common sources of bias in healthcare ai?,"h+K@`>,gE[","h+K@`>,gE[",true,1.956,1.956,25.793,7.661,2025-10-12T19:42:22.266182+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,A^*Q]]cnrW,how do we avoid trivial/redundant qars?,A^*Q]]cnrW,,false,,,,,2025-10-12T19:42:22.448574+00:00,Non-zero exit (1)
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,A^*Q]]cnrW,how do we avoid trivial/redundant qars?,A^*Q]]cnrW,A^*Q]]cnrW,true,1.630,1.630,26.159,8.867,2025-10-12T19:42:22.577299+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"EhCegYA+,e",how do active challenges like i/o bottlenecks impact real time?,"EhCegYA+,e","EhCegYA+,e",true,0.789,0.785,,,2025-10-12T19:42:22.761209+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"EhCegYA+,e",how do active challenges like i/o bottlenecks impact real time?,"EhCegYA+,e","EhCegYA+,e",true,1.810,1.810,29.393,7.669,2025-10-12T19:42:22.902141+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,OPXt^TpRr+,how can decision trees be converted to rule sets?,OPXt^TpRr+,OPXt^TpRr+,true,0.667,0.664,,,2025-10-12T19:42:23.090708+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,OPXt^TpRr+,how can decision trees be converted to rule sets?,OPXt^TpRr+,OPXt^TpRr+,true,1.587,1.587,25.724,7.430,2025-10-12T19:42:23.225093+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,x)|VYegWDo,what are some common supervised learning algorithms?,x)|VYegWDo,x)|VYegWDo,true,0.712,0.709,,,2025-10-12T19:42:23.407707+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,x)|VYegWDo,what are some common supervised learning algorithms?,x)|VYegWDo,x)|VYegWDo,true,1.799,1.799,26.017,7.317,2025-10-12T19:42:23.539946+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,m?MKd4=$z^,what are discrete vs. continuous quantitative attributes?,m?MKd4=$z^,m?MKd4=$z^,true,0.756,0.753,,,2025-10-12T19:42:23.730032+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,m?MKd4=$z^,what are discrete vs. continuous quantitative attributes?,m?MKd4=$z^,m?MKd4=$z^,true,1.846,1.846,27.266,7.576,2025-10-12T19:42:23.869922+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,y8]g04gG>I,how do you compute the mean of a list?,y8]g04gG>I,y8]g04gG>I,true,0.665,0.662,,,2025-10-12T19:42:24.052704+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,y8]g04gG>I,how do you compute the mean of a list?,y8]g04gG>I,y8]g04gG>I,true,1.613,1.613,26.502,7.734,2025-10-12T19:42:24.189114+00:00,
64,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,tFJ&~ruki*,why is numpy useful for working with two-dimensional data?,tFJ&~ruki*,tFJ&~ruki*,true,0.663,0.660,,,2025-10-12T19:42:24.375181+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,tFJ&~ruki*,why is numpy useful for working with two-dimensional data?,tFJ&~ruki*,tFJ&~ruki*,true,1.576,1.576,25.749,7.084,2025-10-12T19:42:24.509664+00:00,
64,python,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,"""E/2-nA#]bg""",how should security be balanced with ux in enterprise tools?,"""E/2-nA#]bg""","""E/2-nA#]bg""",true,0.231,0.227,,,2025-10-12T19:42:24.695176+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,"""E/2-nA#]bg""",how should security be balanced with ux in enterprise tools?,"""E/2-nA#]bg""","""E/2-nA#]bg""",true,0.490,0.490,25.741,2.098,2025-10-12T19:42:24.827765+00:00,
64,python,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,sPHAqQ}IHF,what is lime and how does it work?,sPHAqQ}IHF,sPHAqQ}IHF,true,0.219,0.216,,,2025-10-12T19:42:25.001685+00:00,
64,rust,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,sPHAqQ}IHF,what is lime and how does it work?,sPHAqQ}IHF,sPHAqQ}IHF,true,0.553,0.553,25.810,2.158,2025-10-12T19:42:25.126937+00:00,
64,python,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,p^(U4eU}Kf,how do monitoring and auditing complement each other?,p^(U4eU}Kf,p^(U4eU}Kf,true,0.223,0.221,,,2025-10-12T19:42:25.300386+00:00,
