seed,implementation,algorithm,scope,deck_name,deck_card_count,query_id,query_text,expected_guid,top_guid,match,wall_ms,rank_ms,parse_ms,index_ms,timestamp,error
42,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,f@bL0{zc!@,"in chapter 1 of discovering computer science, what is a computational problem defined as?",f@bL0{zc!@,f@bL0{zc!@,true,0.137,0.134,,,2025-10-11T18:59:35.722976+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,f@bL0{zc!@,"in chapter 1 of discovering computer science, what is a computational problem defined as?",f@bL0{zc!@,f@bL0{zc!@,true,0.442,0.442,26.249,1.953,2025-10-11T18:59:35.855836+00:00,
42,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,j~exD$UQnW,"what is the rhind papyrus, and what is its significance, per chapter 2 of a brief history of computing?",j~exD$UQnW,j~exD$UQnW,true,0.140,0.137,,,2025-10-11T18:59:36.034013+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,j~exD$UQnW,"what is the rhind papyrus, and what is its significance, per chapter 2 of a brief history of computing?",j~exD$UQnW,j~exD$UQnW,true,0.504,0.504,26.056,2.115,2025-10-11T18:59:36.171890+00:00,
42,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,zV:b78%Cax,what environmental concern is raised in chapter 2 of a brief history of computing regarding modern technology?,zV:b78%Cax,zV:b78%Cax,true,0.143,0.139,,,2025-10-11T18:59:36.348112+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,zV:b78%Cax,what environmental concern is raised in chapter 2 of a brief history of computing regarding modern technology?,zV:b78%Cax,zV:b78%Cax,true,0.527,0.527,25.645,1.964,2025-10-11T18:59:36.482686+00:00,
42,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,i(c$F-gDVE,"what is thales’s theorem, as described in chapter 2 of a brief history of computing?",i(c$F-gDVE,,false,,,,,2025-10-11T18:59:36.660533+00:00,Non-zero exit (1)
42,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,i(c$F-gDVE,"what is thales’s theorem, as described in chapter 2 of a brief history of computing?",i(c$F-gDVE,i(c$F-gDVE,true,0.483,0.483,25.647,2.083,2025-10-11T18:59:36.781096+00:00,
42,python,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,ljnhB;MFXn,how did japan contribute to the post-war computing boom?,ljnhB;MFXn,ljnhB;MFXn,true,0.125,0.121,,,2025-10-11T18:59:36.957652+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 01 - What is Computing?,159,ljnhB;MFXn,how did japan contribute to the post-war computing boom?,ljnhB;MFXn,ljnhB;MFXn,true,0.409,0.409,25.949,2.059,2025-10-11T18:59:37.083638+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,O0w&5)B|~`,what is required for a statement form to become a statement in terms of variables?,O0w&5)B|~`,O0w&5)B|~`,true,0.131,0.128,,,2025-10-11T18:59:37.256533+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,O0w&5)B|~`,what is required for a statement form to become a statement in terms of variables?,O0w&5)B|~`,O0w&5)B|~`,true,0.386,0.386,26.106,1.990,2025-10-11T18:59:37.377544+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,p`MQ)QT9gR,why is refutation by analogy used in truth-functional logic?,p`MQ)QT9gR,p`MQ)QT9gR,true,0.125,0.122,,,2025-10-11T18:59:37.554773+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,p`MQ)QT9gR,why is refutation by analogy used in truth-functional logic?,p`MQ)QT9gR,p`MQ)QT9gR,true,0.328,0.328,25.854,1.634,2025-10-11T18:59:37.686323+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,BBy?aaevBB,"how can python handle culturally sensitive date formats, as described in chapter 2 of culturally responsive computing?",BBy?aaevBB,BBy?aaevBB,true,0.159,0.156,,,2025-10-11T18:59:37.858719+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,BBy?aaevBB,"how can python handle culturally sensitive date formats, as described in chapter 2 of culturally responsive computing?",BBy?aaevBB,BBy?aaevBB,true,0.368,0.368,26.006,1.749,2025-10-11T18:59:37.984686+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,"""htZg@&G@#N""",what is the role of logical punctuation in truth-functional logic?,"""htZg@&G@#N""","""htZg@&G@#N""",true,0.130,0.127,,,2025-10-11T18:59:38.160060+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,"""htZg@&G@#N""",what is the role of logical punctuation in truth-functional logic?,"""htZg@&G@#N""","""htZg@&G@#N""",true,0.409,0.409,27.087,1.684,2025-10-11T18:59:38.292321+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,e~4mt`O+aV,how are individuals and properties represented in truth-functional logic?,e~4mt`O+aV,e~4mt`O+aV,true,0.140,0.137,,,2025-10-11T18:59:38.468103+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,e~4mt`O+aV,how are individuals and properties represented in truth-functional logic?,e~4mt`O+aV,e~4mt`O+aV,true,0.332,0.332,26.004,1.669,2025-10-11T18:59:38.605484+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,Ab^u1ldZ31,"how many possible combinations of truth-values exist for two variables (p, q)?",Ab^u1ldZ31,Ab^u1ldZ31,true,0.130,0.127,,,2025-10-11T18:59:38.783642+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,Ab^u1ldZ31,"how many possible combinations of truth-values exist for two variables (p, q)?",Ab^u1ldZ31,Ab^u1ldZ31,true,0.353,0.353,26.185,1.661,2025-10-11T18:59:38.910533+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,KbIn2$jq0d,what is the genus in a connotative definition?,KbIn2$jq0d,KbIn2$jq0d,true,0.116,0.114,,,2025-10-11T18:59:39.083385+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,KbIn2$jq0d,what is the genus in a connotative definition?,KbIn2$jq0d,KbIn2$jq0d,true,0.320,0.320,26.097,1.691,2025-10-11T18:59:39.209678+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,k+EBhEy5wm,what does the quantity of a categorical proposition specify?,k+EBhEy5wm,k+EBhEy5wm,true,0.132,0.128,,,2025-10-11T18:59:39.384633+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,k+EBhEy5wm,what does the quantity of a categorical proposition specify?,k+EBhEy5wm,k+EBhEy5wm,true,0.370,0.370,27.454,1.716,2025-10-11T18:59:39.516838+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,OI_ejgCURb,truth table for negation (~p),OI_ejgCURb,OI_ejgCURb,true,0.115,0.112,,,2025-10-11T18:59:39.695466+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,OI_ejgCURb,truth table for negation (~p),OI_ejgCURb,OI_ejgCURb,true,0.192,0.192,26.956,1.905,2025-10-11T18:59:39.826586+00:00,
42,python,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,FIcjCP].$k,what is a lexical definition?,FIcjCP].$k,FIcjCP].$k,true,0.116,0.113,,,2025-10-11T18:59:40.014694+00:00,
42,rust,keyword,topic,"Launch into Computing::Unit 02 - Logical Foundations: Boolean Algebra, Gates, and Set Theory",168,FIcjCP].$k,what is a lexical definition?,FIcjCP].$k,FIcjCP].$k,true,0.270,0.270,25.704,1.623,2025-10-11T18:59:40.150330+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"CUI=:]?r,Z","according to chapter 3 of culturally responsive computing, what emerging trends are shaping programming language design across cultures?","CUI=:]?r,Z","CUI=:]?r,Z",true,0.068,0.064,,,2025-10-11T18:59:40.324224+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"CUI=:]?r,Z","according to chapter 3 of culturally responsive computing, what emerging trends are shaping programming language design across cultures?","CUI=:]?r,Z","CUI=:]?r,Z",true,0.169,0.169,25.950,0.542,2025-10-11T18:59:40.454615+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,kXZh&vp)FN,how can inclusive datasets reduce bias?,kXZh&vp)FN,kXZh&vp)FN,true,0.067,0.064,,,2025-10-11T18:59:40.634740+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,kXZh&vp)FN,how can inclusive datasets reduce bias?,kXZh&vp)FN,kXZh&vp)FN,true,0.087,0.087,26.746,0.540,2025-10-11T18:59:40.768750+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,fv%!6<ue25,"according to chapter 3 of culturally responsive computing, what challenges do open-source projects face in promoting cultural diversity?",fv%!6<ue25,fv%!6<ue25,true,0.062,0.058,,,2025-10-11T18:59:40.940310+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,fv%!6<ue25,"according to chapter 3 of culturally responsive computing, what challenges do open-source projects face in promoting cultural diversity?",fv%!6<ue25,fv%!6<ue25,true,0.170,0.170,25.599,0.554,2025-10-11T18:59:41.064708+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,MM]tRy6fA$,what is the role of transparency in algorithmic processes?,MM]tRy6fA$,MM]tRy6fA$,true,0.047,0.044,,,2025-10-11T18:59:41.233495+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,MM]tRy6fA$,what is the role of transparency in algorithmic processes?,MM]tRy6fA$,MM]tRy6fA$,true,0.096,0.096,25.656,0.536,2025-10-11T18:59:41.363570+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,GUD_jgZxJt,what role do algorithms play in ai?,GUD_jgZxJt,GUD_jgZxJt,true,0.047,0.045,,,2025-10-11T18:59:41.532999+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,GUD_jgZxJt,what role do algorithms play in ai?,GUD_jgZxJt,GUD_jgZxJt,true,0.122,0.122,26.155,0.526,2025-10-11T18:59:41.663262+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,OFo]m.](+I,what is data underrepresentation bias?,OFo]m.](+I,OFo]m.](+I,true,0.044,0.041,,,2025-10-11T18:59:41.833580+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,OFo]m.](+I,what is data underrepresentation bias?,OFo]m.](+I,OFo]m.](+I,true,0.098,0.098,25.665,0.526,2025-10-11T18:59:41.956668+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,ts6okQ{kEk,"why is team diversity critical in algorithm development, according to chapter 5 of culturally responsive computing?",ts6okQ{kEk,ts6okQ{kEk,true,0.056,0.053,,,2025-10-11T18:59:42.130968+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,ts6okQ{kEk,"why is team diversity critical in algorithm development, according to chapter 5 of culturally responsive computing?",ts6okQ{kEk,ts6okQ{kEk,true,0.144,0.144,25.666,0.539,2025-10-11T18:59:42.256797+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,CK<TWv/L=.,what is supervised learning?,CK<TWv/L=.,CK<TWv/L=.,true,0.044,0.040,,,2025-10-11T18:59:42.426533+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,CK<TWv/L=.,what is supervised learning?,CK<TWv/L=.,CK<TWv/L=.,true,0.083,0.083,26.941,0.567,2025-10-11T18:59:42.551430+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"N8&F[hO}u,","according to chapter 3 of culturally responsive computing, what are strategies for effective cross-cultural communication in programming teams?","N8&F[hO}u,","N8&F[hO}u,",true,0.062,0.059,,,2025-10-11T18:59:42.726656+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,"N8&F[hO}u,","according to chapter 3 of culturally responsive computing, what are strategies for effective cross-cultural communication in programming teams?","N8&F[hO}u,","N8&F[hO}u,",true,0.173,0.173,25.993,0.599,2025-10-11T18:59:42.851309+00:00,
42,python,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,fXS2*ZLbz2,what are the three fundamental components of an algorithm?,fXS2*ZLbz2,fXS2*ZLbz2,true,0.049,0.046,,,2025-10-11T18:59:43.018990+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 03 - Principles of Computer Science,47,fXS2*ZLbz2,what are the three fundamental components of an algorithm?,fXS2*ZLbz2,fXS2*ZLbz2,true,0.104,0.104,26.996,0.552,2025-10-11T18:59:43.154931+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,x-F_hpaS$M,what is set theory used for in computing?,x-F_hpaS$M,x-F_hpaS$M,true,0.681,0.678,,,2025-10-11T18:59:43.333076+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,x-F_hpaS$M,what is set theory used for in computing?,x-F_hpaS$M,x-F_hpaS$M,true,1.924,1.923,26.327,7.596,2025-10-11T18:59:43.489241+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"""p7pSHZ#}5u""",what is the risk of companies making bug reporting difficult?,"""p7pSHZ#}5u""","""p7pSHZ#}5u""",true,0.668,0.664,,,2025-10-11T18:59:43.682454+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"""p7pSHZ#}5u""",what is the risk of companies making bug reporting difficult?,"""p7pSHZ#}5u""","""p7pSHZ#}5u""",true,2.412,2.411,26.295,7.373,2025-10-11T18:59:43.845637+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,EvEIm!AHp1,what is pruning in decision trees?,EvEIm!AHp1,EvEIm!AHp1,true,0.654,0.648,,,2025-10-11T18:59:44.030519+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,EvEIm!AHp1,what is pruning in decision trees?,EvEIm!AHp1,EvEIm!AHp1,true,1.538,1.538,26.056,7.956,2025-10-11T18:59:44.169655+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"""iQK$C#bXzp""",what are the anchor milestones in the spiral model?,"""iQK$C#bXzp""","""iQK$C#bXzp""",true,0.627,0.624,,,2025-10-11T18:59:44.350627+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"""iQK$C#bXzp""",what are the anchor milestones in the spiral model?,"""iQK$C#bXzp""","""iQK$C#bXzp""",true,1.737,1.736,25.800,6.983,2025-10-11T18:59:44.483642+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,BVSir_U{9i,what problems can outsourcing introduce?,BVSir_U{9i,BVSir_U{9i,true,0.649,0.645,,,2025-10-11T18:59:44.669859+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,BVSir_U{9i,what problems can outsourcing introduce?,BVSir_U{9i,BVSir_U{9i,true,2.007,2.007,26.644,7.589,2025-10-11T18:59:44.811467+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,I<ocNB/`r=,what is a fifth-generation programming language (5gl)?,I<ocNB/`r=,I<ocNB/`r=,true,0.646,0.643,,,2025-10-11T18:59:45.008114+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,I<ocNB/`r=,what is a fifth-generation programming language (5gl)?,I<ocNB/`r=,I<ocNB/`r=,true,1.829,1.829,25.434,7.089,2025-10-11T18:59:45.147559+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,h]5LKK>T^P,how are requirements validated in rad projects?,h]5LKK>T^P,h]5LKK>T^P,true,0.610,0.606,,,2025-10-11T18:59:45.330125+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,h]5LKK>T^P,how are requirements validated in rad projects?,h]5LKK>T^P,h]5LKK>T^P,true,1.301,1.301,26.090,7.471,2025-10-11T18:59:45.474062+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,r&U*YR`DZX,what are the six phases of the software engineering process?,r&U*YR`DZX,r&U*YR`DZX,true,1.069,1.063,,,2025-10-11T18:59:45.658183+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,r&U*YR`DZX,what are the six phases of the software engineering process?,r&U*YR`DZX,r&U*YR`DZX,true,1.861,1.861,25.609,6.990,2025-10-11T18:59:45.812217+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"Cbnc(FYMs,",what is a “defect” in this context?,"Cbnc(FYMs,","Cbnc(FYMs,",true,0.608,0.604,,,2025-10-11T18:59:45.992152+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"Cbnc(FYMs,",what is a “defect” in this context?,"Cbnc(FYMs,","Cbnc(FYMs,",true,1.574,1.574,25.540,6.903,2025-10-11T18:59:46.123135+00:00,
42,python,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"""I#/>W.CI?H""",what are perfective maintenance tasks?,"""I#/>W.CI?H""","""I#/>W.CI?H""",true,0.595,0.591,,,2025-10-11T18:59:46.303206+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 04 - Software Engineering,871,"""I#/>W.CI?H""",what are perfective maintenance tasks?,"""I#/>W.CI?H""","""I#/>W.CI?H""",true,1.539,1.539,25.740,6.945,2025-10-11T18:59:46.427849+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,s}fip8GwM],what is a cellular automaton?,s}fip8GwM],s}fip8GwM],true,0.617,0.614,,,2025-10-11T18:59:46.609804+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,s}fip8GwM],what is a cellular automaton?,s}fip8GwM],s}fip8GwM],true,1.254,1.254,25.830,7.405,2025-10-11T18:59:46.746906+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,o%bI+&@0q[,what is the inefficiency in the naive smoothing algorithm?,o%bI+&@0q[,o%bI+&@0q[,true,0.668,0.664,,,2025-10-11T18:59:46.922461+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,o%bI+&@0q[,what is the inefficiency in the naive smoothing algorithm?,o%bI+&@0q[,o%bI+&@0q[,true,1.658,1.658,26.175,7.450,2025-10-11T18:59:47.047577+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,k~!7t>ivwh,what is explainable ai (xai)?,k~!7t>ivwh,k~!7t>ivwh,true,0.631,0.628,,,2025-10-11T18:59:47.234128+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,k~!7t>ivwh,what is explainable ai (xai)?,k~!7t>ivwh,k~!7t>ivwh,true,1.504,1.504,25.646,7.478,2025-10-11T18:59:47.363320+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,JGbo@t7Dg=,how does a vae generate novel samples after training?,JGbo@t7Dg=,,false,,,,,2025-10-11T18:59:47.541473+00:00,Non-zero exit (1)
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,JGbo@t7Dg=,how does a vae generate novel samples after training?,JGbo@t7Dg=,JGbo@t7Dg=,true,1.845,1.845,25.787,7.752,2025-10-11T18:59:47.669018+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"MFJ.g0]F,:",what is semisupervised ensemble learning?,"MFJ.g0]F,:","MFJ.g0]F,:",true,0.732,0.728,,,2025-10-11T18:59:47.857163+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"MFJ.g0]F,:",what is semisupervised ensemble learning?,"MFJ.g0]F,:","MFJ.g0]F,:",true,1.640,1.640,25.650,7.723,2025-10-11T18:59:47.996686+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,vce@TaAm~b,how does boosting reduce bias?,vce@TaAm~b,vce@TaAm~b,true,0.690,0.687,,,2025-10-11T18:59:48.176391+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,vce@TaAm~b,how does boosting reduce bias?,vce@TaAm~b,vce@TaAm~b,true,1.424,1.424,25.854,7.252,2025-10-11T18:59:48.308833+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"H`^v,bBQ?,",why is feature scaling often required?,"H`^v,bBQ?,",,false,,,,,2025-10-11T18:59:48.491049+00:00,Non-zero exit (1)
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"H`^v,bBQ?,",why is feature scaling often required?,"H`^v,bBQ?,","H`^v,bBQ?,",true,1.247,1.247,27.887,7.616,2025-10-11T18:59:48.615542+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,g67lSAYYP1,when is it acceptable to drop missing data?,g67lSAYYP1,g67lSAYYP1,true,0.636,0.633,,,2025-10-11T18:59:48.808669+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,g67lSAYYP1,when is it acceptable to drop missing data?,g67lSAYYP1,g67lSAYYP1,true,1.224,1.224,26.046,7.954,2025-10-11T18:59:48.942115+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,oJ}3p2ouuc,what is the advantage of storing data in a table rather than multiple parallel lists?,oJ}3p2ouuc,oJ}3p2ouuc,true,0.690,0.687,,,2025-10-11T18:59:49.119327+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,oJ}3p2ouuc,what is the advantage of storing data in a table rather than multiple parallel lists?,oJ}3p2ouuc,oJ}3p2ouuc,true,2.061,2.061,26.086,7.756,2025-10-11T18:59:49.252126+00:00,
42,python,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"u},72Am?<t",how can you find the index of the minimum value in a list?,"u},72Am?<t","u},72Am?<t",true,0.730,0.726,,,2025-10-11T18:59:49.432590+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 05 - Data Science and Storage,888,"u},72Am?<t",how can you find the index of the minimum value in a list?,"u},72Am?<t","u},72Am?<t",true,1.740,1.740,25.896,7.948,2025-10-11T18:59:49.566679+00:00,
42,python,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,zfRCc1[QfO,what is artificial intelligence?,zfRCc1[QfO,zfRCc1[QfO,true,0.212,0.209,,,2025-10-11T18:59:49.751957+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,zfRCc1[QfO,what is artificial intelligence?,zfRCc1[QfO,zfRCc1[QfO,true,0.326,0.326,26.820,2.136,2025-10-11T18:59:49.876932+00:00,
42,python,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,"K,5As)x<7L",what is model hardening?,"K,5As)x<7L","K,5As)x<7L",true,0.211,0.207,,,2025-10-11T18:59:50.051916+00:00,
42,rust,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,"K,5As)x<7L",what is model hardening?,"K,5As)x<7L","K,5As)x<7L",true,0.344,0.344,26.393,2.189,2025-10-11T18:59:50.175896+00:00,
42,python,keyword,topic,Launch into Computing::Unit 06 - Principles of Artificial Intelligence (AI),247,"""vd1K&%!E[#""",what are five ai-driven iui design methods and their roles?,"""vd1K&%!E[#""","""vd1K&%!E[#""",true,0.245,0.241,,,2025-10-11T18:59:50.356780+00:00,
